weekday,sensor,reading,activity,sensor-1,reading-1,sensor-2,reading-2
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,20,1,4,18,0,18,1
5,20,0,17,20,1,18,0
5,3,1,16,20,0,20,1
5,3,0,21,3,1,20,0
5,18,1,10,3,0,3,1
5,18,0,3,18,1,3,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,3,1,16,18,0,18,1
5,3,0,21,3,1,18,0
5,27,3,6,3,0,3,1
5,27,2,8,27,3,3,0
5,27,3,14,27,2,27,3
5,27,2,22,27,3,27,2
5,18,1,10,27,2,27,3
5,18,0,3,18,1,27,2
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,3,1,16,18,0,18,1
5,3,0,21,3,1,18,0
5,18,1,10,3,0,3,1
5,18,0,3,18,1,3,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,3,1,16,18,0,18,1
5,3,0,21,3,1,18,0
5,3,1,16,3,0,3,1
5,3,0,21,3,1,3,0
5,18,1,10,3,0,3,1
5,18,0,3,18,1,3,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,20,1,4,18,0,18,1
6,20,0,17,20,1,18,0
6,3,1,16,20,0,20,1
6,3,0,21,3,1,20,0
6,3,1,16,3,0,3,1
6,3,0,21,3,1,3,0
6,18,1,10,3,0,3,1
6,18,0,3,18,1,3,0
6,3,1,16,18,0,18,1
6,3,0,21,3,1,18,0
6,27,3,6,3,0,3,1
6,27,2,8,27,3,3,0
6,27,3,14,27,2,27,3
6,27,2,22,27,3,27,2
6,18,1,10,27,2,27,3
6,18,0,3,18,1,27,2
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,3,1,16,18,0,18,1
6,3,0,21,3,1,18,0
6,18,1,10,3,0,3,1
6,18,0,3,18,1,3,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,3,1,16,18,0,18,1
6,3,0,21,3,1,18,0
6,18,1,10,3,0,3,1
6,18,0,3,18,1,3,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,20,1,4,18,0,18,1
0,20,0,17,20,1,18,0
0,25,1,19,20,0,20,1
0,25,0,12,25,1,20,0
0,20,1,4,25,0,25,1
0,20,0,17,20,1,25,0
0,3,1,16,20,0,20,1
0,3,0,21,3,1,20,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,5,1,10,18,0,18,1
0,5,0,3,5,1,18,0
0,3,1,16,5,0,5,1
0,3,0,21,3,1,5,0
0,8,1,9,3,0,3,1
0,8,0,5,8,1,3,0
0,8,1,9,8,0,8,1
0,8,0,5,8,1,8,0
0,15,1,15,8,0,8,1
0,15,0,18,15,1,8,0
0,27,3,6,15,0,15,1
0,27,2,8,27,3,15,0
0,27,3,14,27,2,27,3
0,27,2,22,27,3,27,2
0,8,1,9,27,2,27,3
0,8,0,5,8,1,27,2
0,18,1,10,8,0,8,1
0,18,0,3,18,1,8,0
0,3,1,16,18,0,18,1
0,3,0,21,3,1,18,0
0,3,1,16,3,0,3,1
0,3,0,21,3,1,3,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,15,1,15,18,0,18,1
0,15,0,18,15,1,18,0
0,18,1,10,15,0,15,1
0,18,0,3,18,1,15,0
0,3,1,16,18,0,18,1
0,3,0,21,3,1,18,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,3,1,16,18,0,18,1
0,3,0,21,3,1,18,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,3,1,16,18,0,18,1
0,3,0,21,3,1,18,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,20,1,4,18,0,18,1
1,20,0,17,20,1,18,0
1,25,1,19,20,0,20,1
1,25,0,12,25,1,20,0
1,20,1,4,25,0,25,1
1,20,0,17,20,1,25,0
1,3,1,16,20,0,20,1
1,3,0,21,3,1,20,0
1,3,1,16,3,0,3,1
1,3,0,21,3,1,3,0
1,18,1,10,3,0,3,1
1,18,0,3,18,1,3,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,3,1,16,18,0,18,1
1,3,0,21,3,1,18,0
1,3,1,16,3,0,3,1
1,3,0,21,3,1,3,0
1,18,1,10,3,0,3,1
1,18,0,3,18,1,3,0
1,15,1,15,18,0,18,1
1,15,0,18,15,1,18,0
1,3,1,16,15,0,15,1
1,3,0,21,3,1,15,0
1,27,3,6,3,0,3,1
1,27,2,8,27,3,3,0
1,27,3,14,27,2,27,3
1,27,2,22,27,3,27,2
1,3,1,16,27,2,27,3
1,3,0,21,3,1,27,2
1,18,1,10,3,0,3,1
1,18,0,3,18,1,3,0
1,3,1,16,18,0,18,1
1,3,0,21,3,1,18,0
1,18,1,10,3,0,3,1
1,18,0,3,18,1,3,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,3,1,16,18,0,18,1
1,3,0,21,3,1,18,0
1,18,1,10,3,0,3,1
1,18,0,3,18,1,3,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
2,20,1,4,18,0,18,1
2,20,0,17,20,1,18,0
2,25,1,19,20,0,20,1
2,25,0,12,25,1,20,0
2,20,1,4,25,0,25,1
2,20,0,17,20,1,25,0
2,3,1,16,20,0,20,1
2,3,0,21,3,1,20,0
2,3,1,16,3,0,3,1
2,3,0,21,3,1,3,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,3,1,16,18,0,18,1
2,3,0,21,3,1,18,0
2,3,1,16,3,0,3,1
2,3,0,21,3,1,3,0
2,8,1,9,3,0,3,1
2,8,0,5,8,1,3,0
2,18,1,10,8,0,8,1
2,18,0,3,18,1,8,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,3,1,13,18,0,18,1
2,3,0,2,3,1,18,0
2,27,3,6,3,0,3,1
2,27,2,8,27,3,3,0
2,27,3,14,27,2,27,3
2,27,2,22,27,3,27,2
2,27,3,6,27,2,27,3
2,27,2,8,27,3,27,2
2,27,3,14,27,2,27,3
2,27,2,22,27,3,27,2
2,15,1,15,27,2,27,3
2,15,0,18,15,1,27,2
2,3,1,16,15,0,15,1
2,3,0,21,3,1,15,0
2,4,1,16,3,0,3,1
2,3,0,21,4,1,3,0
2,3,1,16,3,0,4,1
2,3,0,21,3,1,3,0
2,3,1,16,3,0,3,1
2,3,0,21,3,1,3,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,3,1,16,18,0,18,1
2,3,0,21,3,1,18,0
2,3,1,16,3,0,3,1
2,3,0,21,3,1,3,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,15,1,15,18,0,18,1
2,15,0,18,15,1,18,0
2,3,1,16,15,0,15,1
2,3,0,21,3,1,15,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,20,1,4,18,0,18,1
3,20,0,17,20,1,18,0
3,3,1,16,20,0,20,1
3,3,0,21,3,1,20,0
3,4,1,16,3,0,3,1
3,3,0,21,4,1,3,0
3,18,1,10,3,0,4,1
3,18,0,3,18,1,3,0
3,3,1,16,18,0,18,1
3,3,0,21,3,1,18,0
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,3,1,16,18,0,18,1
3,3,0,21,3,1,18,0
3,3,1,16,3,0,3,1
3,3,0,21,3,1,3,0
3,3,1,16,3,0,3,1
3,3,0,21,3,1,3,0
3,3,1,16,3,0,3,1
3,3,0,21,3,1,3,0
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,3,1,16,18,0,18,1
3,3,0,21,3,1,18,0
3,3,1,16,3,0,3,1
3,3,0,21,3,1,3,0
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,27,3,6,18,0,18,1
3,27,2,8,27,3,18,0
3,27,3,14,27,2,27,3
3,27,2,22,27,3,27,2
3,3,1,16,27,2,27,3
3,3,0,21,3,1,27,2
3,18,1,10,3,0,3,1
3,8,1,9,18,1,3,0
3,18,0,3,8,1,18,1
3,8,0,5,18,0,8,1
3,18,1,10,8,0,18,0
3,18,0,3,18,1,8,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,3,1,16,18,0,18,1
3,3,0,21,3,1,18,0
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,27,3,6,18,0,18,1
3,27,2,8,27,3,18,0
3,27,3,14,27,2,27,3
3,27,2,22,27,3,27,2
3,3,1,16,27,2,27,3
3,3,0,21,3,1,27,2
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,3,1,16,18,0,18,1
3,3,0,21,3,1,18,0
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,20,1,4,18,0,18,1
4,20,0,17,20,1,18,0
4,3,1,16,20,0,20,1
4,3,0,21,3,1,20,0
4,3,1,16,3,0,3,1
4,3,0,21,3,1,3,0
4,18,1,10,3,0,3,1
4,18,0,3,18,1,3,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,8,1,9,18,0,18,1
4,8,0,5,8,1,18,0
4,3,1,16,8,0,8,1
4,3,0,21,3,1,8,0
4,18,1,10,3,0,3,1
4,18,0,3,18,1,3,0
4,27,3,6,18,0,18,1
4,27,2,8,27,3,18,0
4,27,3,14,27,2,27,3
4,27,2,22,27,3,27,2
4,18,1,10,27,2,27,3
4,18,0,3,18,1,27,2
4,27,3,6,18,0,18,1
4,27,2,8,27,3,18,0
4,27,3,14,27,2,27,3
4,27,2,22,27,3,27,2
4,4,1,16,27,2,27,3
4,4,0,21,4,1,27,2
4,4,1,16,4,0,4,1
4,3,0,21,4,1,4,0
4,18,1,10,3,0,4,1
4,18,0,3,18,1,3,0
4,27,3,6,18,0,18,1
4,27,2,8,27,3,18,0
4,27,3,14,27,2,27,3
4,27,2,22,27,3,27,2
4,18,1,10,27,2,27,3
4,18,0,3,18,1,27,2
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,27,3,6,18,0,18,1
4,27,2,8,27,3,18,0
4,27,3,14,27,2,27,3
4,27,2,22,27,3,27,2
4,27,3,6,27,2,27,3
4,27,2,8,27,3,27,2
4,27,3,14,27,2,27,3
4,27,2,22,27,3,27,2
4,18,1,10,27,2,27,3
4,18,0,3,18,1,27,2
4,3,1,16,18,0,18,1
4,3,0,21,3,1,18,0
4,18,1,10,3,0,3,1
4,18,0,3,18,1,3,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,20,1,4,18,0,18,1
5,20,0,17,20,1,18,0
5,25,1,19,20,0,20,1
5,25,0,12,25,1,20,0
5,20,1,4,25,0,25,1
5,20,0,17,20,1,25,0
5,3,1,16,20,0,20,1
5,3,0,21,3,1,20,0
5,18,1,10,3,0,3,1
5,18,0,3,18,1,3,0
5,3,1,16,18,0,18,1
5,3,0,21,3,1,18,0
5,3,1,16,3,0,3,1
5,3,0,21,3,1,3,0
5,18,1,10,3,0,3,1
5,18,0,3,18,1,3,0
5,27,3,6,18,0,18,1
5,27,2,8,27,3,18,0
5,27,3,14,27,2,27,3
5,27,2,22,27,3,27,2
5,3,1,16,27,2,27,3
5,3,0,21,3,1,27,2
5,18,1,10,3,0,3,1
5,18,0,3,18,1,3,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,3,1,16,18,0,18,1
5,3,0,21,3,1,18,0
5,18,1,10,3,0,3,1
5,18,0,3,18,1,3,0
5,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,20,1,4,18,0,18,1
6,20,0,17,20,1,18,0
6,20,1,4,20,0,20,1
6,20,0,17,20,1,20,0
6,3,1,16,20,0,20,1
6,3,0,21,3,1,20,0
6,3,1,16,3,0,3,1
6,3,0,21,3,1,3,0
6,18,1,10,3,0,3,1
6,18,0,3,18,1,3,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,15,1,15,18,0,18,1
6,15,0,18,15,1,18,0
6,18,1,10,15,0,15,1
6,18,0,3,18,1,15,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,3,1,16,18,0,18,1
6,3,0,21,3,1,18,0
6,3,1,16,3,0,3,1
6,3,0,21,3,1,3,0
6,18,1,10,3,0,3,1
6,18,0,3,18,1,3,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,3,1,16,18,0,18,1
6,3,0,21,3,1,18,0
6,18,1,10,3,0,3,1
6,18,0,3,18,1,3,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,3,1,16,18,0,18,1
6,3,0,21,3,1,18,0
6,18,1,10,3,0,3,1
6,18,0,3,18,1,3,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
6,18,0,3,18,1,18,0
6,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,20,1,4,18,0,18,1
0,20,0,17,20,1,18,0
0,25,1,19,20,0,20,1
0,25,0,12,25,1,20,0
0,20,1,4,25,0,25,1
0,20,0,17,20,1,25,0
0,3,1,16,20,0,20,1
0,3,0,21,3,1,20,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,3,1,16,18,0,18,1
0,3,0,21,3,1,18,0
0,8,1,9,3,0,3,1
0,8,0,5,8,1,3,0
0,27,3,6,8,0,8,1
0,27,2,8,27,3,8,0
0,27,3,14,27,2,27,3
0,27,2,22,27,3,27,2
0,3,1,16,27,2,27,3
0,3,0,21,3,1,27,2
0,3,1,16,3,0,3,1
0,3,0,21,3,1,3,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,3,1,16,18,0,18,1
0,3,0,21,3,1,18,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,3,1,16,18,0,18,1
0,3,0,21,3,1,18,0
0,3,1,16,3,0,3,1
0,3,0,21,3,1,3,0
0,18,1,10,3,0,3,1
0,18,0,3,18,1,3,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
0,18,1,10,18,0,18,1
0,18,0,3,18,1,18,0
1,20,1,4,18,0,18,1
1,20,0,17,20,1,18,0
1,25,1,19,20,0,20,1
1,25,0,12,25,1,20,0
1,20,1,4,25,0,25,1
1,20,0,17,20,1,25,0
1,3,1,16,20,0,20,1
1,3,1,16,3,1,20,0
1,3,0,21,3,1,3,1
1,18,1,10,3,0,3,1
1,18,0,3,18,1,3,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,3,1,16,18,0,18,1
1,3,0,21,3,1,18,0
1,3,1,16,3,0,3,1
1,3,0,21,3,1,3,0
1,8,1,9,3,0,3,1
1,8,0,5,8,1,3,0
1,3,1,13,8,0,8,1
1,3,0,2,3,1,8,0
1,18,1,10,3,0,3,1
1,18,0,3,18,1,3,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,3,1,16,18,0,18,1
1,3,0,21,3,1,18,0
1,3,1,16,3,0,3,1
1,3,0,21,3,1,3,0
1,3,1,16,3,0,3,1
1,3,0,21,3,1,3,0
1,18,1,10,3,0,3,1
1,18,0,3,18,1,3,0
1,27,3,6,18,0,18,1
1,27,2,8,27,3,18,0
1,27,3,14,27,2,27,3
1,27,2,22,27,3,27,2
1,18,1,10,27,2,27,3
1,18,0,3,18,1,27,2
1,27,3,6,18,0,18,1
1,27,2,8,27,3,18,0
1,27,3,14,27,2,27,3
1,27,2,22,27,3,27,2
1,18,1,10,27,2,27,3
1,18,0,3,18,1,27,2
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
1,18,0,3,18,1,18,0
1,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,20,1,4,18,0,18,1
2,20,0,17,20,1,18,0
2,3,1,16,20,0,20,1
2,3,0,21,3,1,20,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,3,1,16,18,0,18,1
2,4,0,21,3,1,18,0
2,3,1,16,4,0,3,1
2,3,1,21,3,1,4,0
2,8,1,9,3,1,3,1
2,8,0,5,8,1,3,1
2,3,1,13,8,0,8,1
2,3,0,2,3,1,8,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,2,1,20,18,0,18,1
2,2,0,1,2,1,18,0
2,27,3,6,2,0,2,1
2,27,2,8,27,3,2,0
2,27,3,14,27,2,27,3
2,27,2,22,27,3,27,2
2,8,1,9,27,2,27,3
2,8,0,5,8,1,27,2
2,18,1,10,8,0,8,1
2,18,0,3,18,1,8,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,27,3,6,18,0,18,1
2,27,2,8,27,3,18,0
2,27,3,14,27,2,27,3
2,27,2,22,27,3,27,2
2,3,1,16,27,2,27,3
2,3,0,21,3,1,27,2
2,3,1,16,3,0,3,1
2,3,0,21,3,1,3,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,3,1,16,18,0,18,1
2,3,0,21,3,1,18,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,3,1,16,18,0,18,1
2,3,0,21,3,1,18,0
2,18,1,10,3,0,3,1
2,18,0,3,18,1,3,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
2,18,0,3,18,1,18,0
2,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,20,1,4,18,0,18,1
3,20,0,17,20,1,18,0
3,3,1,16,20,0,20,1
3,3,0,21,3,1,20,0
3,3,1,16,3,0,3,1
3,3,0,21,3,1,3,0
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,27,3,6,18,0,18,1
3,27,2,8,27,3,18,0
3,27,3,14,27,2,27,3
3,27,2,22,27,3,27,2
3,3,1,16,27,2,27,3
3,3,0,21,3,1,27,2
3,8,1,9,3,0,3,1
3,8,0,5,8,1,3,0
3,18,1,10,8,0,8,1
3,18,0,3,18,1,8,0
3,27,3,6,18,0,18,1
3,27,2,8,27,3,18,0
3,27,3,14,27,2,27,3
3,27,2,22,27,3,27,2
3,3,1,16,27,2,27,3
3,3,0,21,3,1,27,2
3,3,1,16,3,0,3,1
3,3,0,21,3,1,3,0
3,3,1,16,3,0,3,1
3,3,0,21,3,1,3,0
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,27,3,6,18,0,18,1
3,27,2,8,27,3,18,0
3,27,3,14,27,2,27,3
3,27,2,22,27,3,27,2
3,3,1,16,27,2,27,3
3,3,0,21,3,1,27,2
3,3,1,16,3,0,3,1
3,3,0,21,3,1,3,0
3,18,1,10,3,0,3,1
3,18,0,3,18,1,3,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,18,1,10,18,0,18,1
3,18,0,3,18,1,18,0
3,20,1,4,18,0,18,1
4,20,0,17,20,1,18,0
4,25,1,19,20,0,20,1
4,20,1,4,25,1,20,0
4,20,0,17,20,1,25,1
4,3,1,16,20,0,20,1
4,3,0,21,3,1,20,0
4,18,1,10,3,0,3,1
4,18,0,3,18,1,3,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,3,1,16,18,0,18,1
4,3,0,21,3,1,18,0
4,3,1,16,3,0,3,1
4,3,0,21,3,1,3,0
4,3,1,16,3,0,3,1
4,3,0,21,3,1,3,0
4,8,1,9,3,0,3,1
4,8,0,5,8,1,3,0
4,3,1,13,8,0,8,1
4,3,0,2,3,1,8,0
4,18,1,10,3,0,3,1
4,18,0,3,18,1,3,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,2,1,20,18,0,18,1
4,2,0,1,2,1,18,0
4,27,3,6,2,0,2,1
4,27,2,8,27,3,2,0
4,27,3,14,27,2,27,3
4,27,2,22,27,3,27,2
4,3,1,16,27,2,27,3
4,3,0,21,3,1,27,2
4,8,1,9,3,0,3,1
4,8,0,5,8,1,3,0
4,18,1,10,8,0,8,1
4,18,0,3,18,1,8,0
4,27,3,6,18,0,18,1
4,27,2,8,27,3,18,0
4,27,3,14,27,2,27,3
4,27,2,22,27,3,27,2
4,3,1,16,27,2,27,3
4,3,0,21,3,1,27,2
4,3,1,16,3,0,3,1
4,3,0,21,3,1,3,0
4,3,1,16,3,0,3,1
4,3,0,21,3,1,3,0
4,3,1,16,3,0,3,1
4,3,0,21,3,1,3,0
4,3,1,16,3,0,3,1
4,3,0,21,3,1,3,0
4,8,1,9,3,0,3,1
4,8,0,5,8,1,3,0
4,3,1,16,8,0,8,1
4,3,0,21,3,1,8,0
4,8,1,9,3,0,3,1
4,8,0,5,8,1,3,0
4,8,1,9,8,0,8,1
4,8,0,5,8,1,8,0
4,3,1,16,8,0,8,1
4,3,0,21,3,1,8,0
4,8,1,9,3,0,3,1
4,8,0,5,8,1,3,0
4,3,1,13,8,0,8,1
4,3,0,2,3,1,8,0
4,18,1,10,3,0,3,1
4,18,0,3,18,1,3,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
4,18,0,3,18,1,18,0
4,18,1,10,18,0,18,1
5,18,0,3,18,1,18,0
5,20,1,4,18,0,18,1
5,20,0,17,20,1,18,0
5,25,1,19,20,0,20,1
